author_name,email,affiliation,coauthors_names,is_artificial_intelligence
Wei Chen,fudan.edu.cn,Fudan University,Matthias RAUTERBERG##Chee-Fai TAN##Jun Hu##Anh-Tuan Nguyen##Christoph Bartneck##Malka N. Halgamuge##Gangxiang (Steven) Shen##Moshe Zukerman##D.Pranantha,no
Debbie Denise Reese,cet.edu,nan,John M. Carroll##Mary Beth Rosson##Manuel A. Pérez-Quiñones##Steven McGee##Janice Gobert,no
Upinder Singh Bhalla,ncbs.res.in,National Centre for Biological Sciences,Ravi Iyengar##Subhasis Ray##Sharat J Vayttaden##Jeanette Hellgren Kotaleski##Mikael Djurfeldt##Ashesh K. Dhawale##Ajay Sriram Mathuru##Padraig Gleeson##Naren Ramakrishnan##Mukund Thattai##Daniel Wójcik##Nicolas Le Novere,no
Ibrahim Mujhid,rit.edu,nan,nan,no
Kyriakos G. Vamvoudakis,gatech.edu,Georgia Institute of Technology,F.L. Lewis##Hamidreza Modares##Draguna Vrabie##Joao Hespanha##Aris Kanellopoulos##Yongliang Yang##Warren Dixon##Bahare Kiumarsi##Donald C Wunsch II##Henrique Ferraz##Marcus Johnson##George P. Kontoudis##Shubhendu Bhasin##Rushikesh Kamalapurkar##Mohammed Abouheaf##Robert Babuska##Sofie Haesaert##Wassim M. Haddad##Zhong-Ping Jiang##Bruno Sinopoli,no
Tuhin Chakrabarty,columbia.edu,Columbia University,Smaranda Muresan##Nanyun (Violet) Peng##Kathleen McKeown##Mona Diab##Xuezhe Ma##Iryna Gurevych##Adam Poliak##Yejin Choi##Vered Shwartz,yes
John Sibert,gwu.edu,George Washington University,nan,no
Kyle Condiff,umn.edu,University of Minnesota,nan,yes
M. Omair Shafiq,carleton.ca,Carleton University,Ying Ding##Ioan Toma##Lyndon Nixon##Dr. Jacek Kopecký##François Scharffe##Steven Willmott##Elena Simperl##Martin Hepp##Barry Norton,yes
Martin Vechev,inf.ethz.ch,ETH Zurich,Eran Yahav##Veselin Raychev##Timon Gehr##Petar Tsankov##Gagandeep Singh##Pavol Bielik##Markus Püschel##Dana Drachsler-Cohen##Matthew Mirman##Greta Yorsh##Laurent Vanbever##Andrei Marian Dan##Dimitar Dimitrov##David F. Bacon##Vivek Sarkar##Maged M Michael##Manu Sridharan##Raghavan Raman##Michael Kuperstein##Andreas Krause,yes
Nina Romanczuk-Seiferth OR Nina Seiferth OR Nina Yvonne Seiferth,charite.de,Charité Berlin,nan,no
Darrel Francis,imperial.ac.uk,Imperial College London,Alun Hughes##Andrew J Stewart Coats##Matthew Shun-Shin##James P Howard##Graham D Cole##Christopher M Cook##Judith Finegold##Gerhard-Paul Diller##Nicolas Foin##Jazmin Aguado-Sierra##Richard Jabbour##Peter Sever##Massoud Zolgharni##Wei Li##Alessandro Capucci##Alberto Giannoni##George Giannakoulas##Michael Mielewczik##thanos athanasiou##Stephen Richard Underwood,no
Siomar de Castro Soares,uftm.edu.br,Universidade Federal do Triângulo Mineiro,Vasco Ariston de Carvalho Azevedo##Artur Luiz da Costa da Silva##Rommel Ramos##Debmalya Barh##Henrique César Pereira Figueiredo##Sandeep Tiwari##Anderson Santos##Maria Paula Cruz Schneider##Ana Luíza de Mattos Guaraldi##Raphael Hirata Junior##Flavia Figueira Aburjaile##Ulisses de Padua Pereira##Leandro Benevides##Preetam Ghosh##Adonney Allan de Oliveira Veras##Jan Baumbach##Letícia de Castro Oliveira##Edson Luiz Folador##Luis G C Pacheco##Dave Ussery,no
Arienne Ferchaud,fsu.edu,Florida State University,Jenna Grzeslo##Stephanie Orme Ph.D.##Mary Beth Oliver##Erica Bailey##Chun Yang##Meghan Sanders##Jonathan Cohen##Yan Huang##bingjie liu 刘冰洁##Lewen Wei##Minjie Li,no
Duen Horng Chau,gatech.edu,Georgia Institute of Technology,Christos Faloutsos##Minsuk Kahng##Fred Hohman##Hanghang Tong##Shang-Tse Chen##Robert Pienta##Acar Tamersoy##U Kang##Nilaksh Das##Brad A. Myers##Haekyu Park##Aniket Kittur##Jason Hong##Leman Akoglu##Jilles Vreeken##Tina Eliassi-Rad##Shamkant B Navathe##Li Chen##Alex Endert##Zijie Jay Wang,no
Liyanage C De Silva (LC De Silva),ubd.edu.bn,Universiti Brunei Darussalam,Mohamad Iskandar Petra##Professor Ruili Wang##Kiyoharu Aizawa##Vadakkepat Prahlad##Jagabondhu Hazra##Shivkumar Kalyanaraman##Tanuja Ganu##Dr. Amal Punchihewa##Saiful A Husain##Deva P. Seetharam##Tianming Hu##Senaka Amarakeerthi##Sathyajith Mathew##Abdolhossein Sarrafzadeh##Kui Jia (贾奎),no
David W. McDonald,u.washington.edu,University of Washington,Sunny Consolvo##James Landay##Mark Ackerman##Wanda Pratt##Predrag Klasnja##Andrea L. (Civan) Hartzler##M Zachry##Anthony LaMarca##Bill Schilit##Travis Kriplean##Ivan Beschastnikh##John H Gennari##Tammy Toscos##Loren Terveen##Jina Huh (Huh-Yoo)##Jon Froehlich##Albert Park##Chunhua Weng##Brian Amento##William Griswold,no
Peter Gleick,pacinst.org,nan,Heather Cooley##N LeRoy Poff##Jill Baron##Robert B. Jackson##Paul L. Angermeier##Jane Lubchenco##Kenneth Strzepek##Paul Kirshen##Michael Kiparsky##Veena Srinivasan##Christopher B. Field##Lambin Eric F.##Diana Liverman##Erle C. Ellis##Jaia Syvitski##Edwin P. Maurer##J. S. Famiglietti##Dennis P Lettenmaier##Taikan OKI##Charles J. Vörösmarty,no
Debmalya Barh,ufmg.br,UFMG,Vasco Ariston de Carvalho Azevedo##Preetam Ghosh##Artur Luiz da Costa da Silva##Marlene Oscar-Berman##Siomar de Castro Soares##Rommel Ramos##Dr. Ranjith Kumavath##Thomas A. Simpatico MD##Syed Babar Jamal##Henrique César Pereira Figueiredo##Neha Jain##Amarendra Narayan Misra##Amjad Ali##Vinicius Augusto Carvalho de Abreu##Dr. Vasudeo Pandharinath Zambare##Rafaela Salgado Ferreira##Eudes Guilherme Vieira Barbosa##Ulisses de Padua Pereira##Diego Mariano##Maria Paula Cruz Schneider,no
Stacey Lynn Harper,oregonstate.edu,Oregon State University,nan,no
Horst Bunke,iam.unibe.ch,University of Bern,Andreas Fischer##Volkmar Frinken##Mark Last##Kevin W. Bowyer##Janos Csirik##Dmitry Goldgof,no
Heather Cooley,pacinst.org,nan,Peter Gleick##Charuleka Varadharajan##William Stringfellow##Jeremy K Domen##Mary Kay Camarillo##Newsha K Ajami##Jens Birkholzer##Veena Srinivasan##Margaret Torn##William J Riley##David G. Groves##Turner A J##Joanne Chong##Marc Fischer##Laura Feinstein,no
Antonio Perianes-Rodríguez (ORCID ID: 0000-0002-1188-3481),uc3m.es,Universidad Carlos III de Madrid,Félix de Moya Anegón##Javier Ruiz-Castillo##Zaida Chinchilla-Rodríguez##Nees Jan van Eck##Michael M Hopkins##Paul Nightingale##Ismael Rafols##Sandra Miguel##Benjamín Vargas-Quesada##Pedro Albarran##Jarno Hoekman##Josh Siepel##Vicente Pablo Guerrero Bote##Elena Corera-Álvarez##Pablo Lara-Navarra##MARIA ADELINA CODINA-CANET##Rodrigo Costas##Begoña Gros,no
Mark d'Inverno,gold.ac.uk,Goldsmiths University of London,Michael Luck##Matthew Yee-King##Carles Sierra##Jon McCormack##Pablo Noriega##Michael Wooldridge##Jane Prophet##Nardine Osman##Dave de Jonge##Mark Sandler##harko verhagen##Leila Amgoud##Chris Preist##Michael Schroeder##Michael O. Jewell##Julian Padget##Roberto Confalonieri##Michael Fisher##Nathan Griffiths##Michael A. Casey,no
Cedric Noiseux,crim.ca,nan,nan,yes
Guido Araujo,ic.unicamp.br,nan,Rodolfo Azevedo##Sandro Rigo##Sharad Malik##Edson Borin##Alexandro Baldassin##Edna Barros##J Nelson Amaral##mario cortes##Ricardo Pannain##Cristiano Coelho de Araujo##Guilherme Ottoni##Cid Carvalho de Souza##Elmar Uwe Kurt Melcher##Fernando Magno Quintão Pereira##Bruno Albertini##Juan Salamanca##Leandro Zanotto,no
Xiaomo Liu,jpmchase.com,nan,Armineh Nourbakhsh##Sameena Shah##Quanzhi Li##Rui  Fang##Alan Wang 王刚##Weiguo Fan Patrick Fan##Aditya Johri##Grace Bang##Chong Wang##Zhiqiang Ma##Azadeh Nematzadeh##Xin Shuai##Zhongju Zhang,yes
Walid Abdelmoez,aast.edu,AASTMT,Hany Ammar##Ali Mili##Katerina Goseva Popstojanova##Mohamed Kholief##Mohamed Hamdi##Vittorio Cortellessa##Nada Hany Sherief##Christopher P. Fuhrman P.Eng. PhD##Bojan Cukic##wael el-gammal##Tim Menzies##Essam Mahmoud Kosba##Lamiaa Mostafa Hassan##Raian Ali##Professor Keith Phalp##Muyassar Dalli Hamad##mahmoud el-borai##Ashraf Elsayed##Alaa Hamouda##Mohamed Magdy Gharib Farag,no
Nees Jan van Eck,cwts.leidenuniv.nl,Leiden University,Ludo Waltman,no
Sjaak Brinkkemper,uu.nl,Utrecht University,Slinger Jansen##Inge van de Weerd##Fabiano Dalpiaz##Johan Versendaal##Jan Martijn van der Werf##Frank Harmsen##Garm Lucassen##Rik Bos##Remko Helms##Marco Spruit##Ralph Foorthuis##Bjorn Regnell##Anthony Finkelstein##Motoshi Saeki##Erik Jagroep##J.Marjan van den Akker##Jolita Ralyte##Shuguang Hong##Brian Henderson-Sellers##Lex Bijlsma,no
Per-Ake Larson,uwaterloo.ca,University of Waterloo,nan,no
Ryan S. McGinnis,uvm.edu,University of Vermont,Reed Gurchiek##Stephen M. Cain##Rachel V Vitali##Roozbeh Ghaffari##Shyamal Patel##Scott G McLean##Ellen Waxler McGinnis##Ikaro Silva##Katherine Rosenblum##Jacob Sosnoff##Nestor Lopez-Duran##Jesus A. Pindado##Nikhil Mahadevan##Kirsten Seagers##Bruce Beynnon##Brett M Meyer##Robert Motl##Timothy W. Tourville##Alan R. Needle##Herman van Werkhoven,yes
Weiyao Lan,xmu.edu.cn,Xiamen University,Ben M. Chen##Wang Dan##Jie Huang##Xiao Yu (喻骁)##Linying Xiang,no
Ansuman Banerjee,isical.ac.in,Indian Statistical Institute,Pallab Dasgupta##Soumi Chattopadhyay##Bhargab B. Bhattacharya##Himadri Sekhar Paul##Nilanjan Banerjee##Arijit Mukherjee##Sukanta Bhattacharjee##Tsung-Yi Ho##Swarnava Dey##Krishnendu Chakrabarty##Sasthi C. Ghosh##Prasenjit Basu##Abhik Roychoudhury##Aritra Hazra##Pubali Datta##Arpan Pal##Hung-Ming Chen##Koustuv Dasgupta##Arani Bhattacharya##Ramesh S.,no
Alejandro Mate,dlsi.ua.es,University of Alicante,nan,no
Owen Rambow,stonybrook.edu,Stony Brook University,Nizar Habash##Mona Diab##Marilyn Walker##Srinivas Bangalore##Ramy Eskander##Rebecca J. Passonneau##Vinodkumar Prabhakaran##Monica Rogati##Martha Stone Palmer##Alexis NASR##Ryan Roth##Bonnie Dorr##Lori Levin##Kathleen McKeown##Teruko Mitamura##Fei Xia##Mohamed Al-Badrashiny##Rajesh Bhatt##Eduard Hovy##Apoorv Agarwal,no
Christos Faloutsos,cs.cmu.edu,CMU,Jure Leskovec##Hanghang Tong##Michalis Faloutsos##Leman Akoglu##Evangelos E. Papalexakis##U Kang##Duen Horng Chau##Nikolaos Sidiropoulos##Jimeng Sun##Jia-Yu Pan##Agma J. M. Traina##Tina Eliassi-Rad##Timos Sellis##Rakesh Agrawal##Charalampos E. Tsourakakis##Ibrahim Kamel##Philip S. Yu##Brian Gallagher##Jason Hong##Erik Riedel,yes
Zhu Han,uh.edu,University of Houston,Lingyang Song##Dusit (Tao) Niyato##HV Poor##Walid Saad##K. J. Ray Liu##Ping Wang##Choong Seon Hong##Husheng Li##Chunxiao Jiang (姜春晓)##Hongliang Zhang##Miao Pan##Dong In Kim##Tamer Başar##Merouane Debbah##Nguyen H. Tran##Ekram Hossain##Wei Chen##Yong Ren（任勇）##Yanru Zhang##Bingli Jiao,yes
Claudio Sant'Anna,dcc.ufba.br,Federal University of Bahia,nan,no
Alexander Chatzigeorgiou,uom.gr,University of Macedonia,Apostolos Ampatzoglou##Paris Avgeriou##Nikolaos Tsantalis##Marios-Eleftherios Fokaefs##Christos K. Georgiadis,no
Jin Wu,connect.ust.hk,HKUST,Ming Liu##Chengxi Zhang (张承玺)##Ming-Zhe Dai | 戴明哲##Miaomiao Wang (王苗苗)##Bin Gao##Yi Jiang | 姜艺##Yilong Zhu##Yulong Huang##Rui (Ranger) FAN##Peide Cai##Yu Jiang##Changbin Yu##Huaiyang Huang##F.L. Lewis##Jianhao JIAO##Federico Thomas##Bowen Yi    衣博文##Soheil Sarabandi##Yu Lu（陆宇）##Zebo Zhou,no
Edson Luiz Folador,cbiotec.ufpb.br,Universidade Federal da Paraíba,Vasco Ariston de Carvalho Azevedo##Artur Luiz da Costa da Silva##Debmalya Barh##Siomar de Castro Soares##Rafaela Salgado Ferreira##Leandro Benevides##Antonio Mauro Rezende##Gabriel Renaud##Guilherme Oliveira,no
Abhinav Vishnu,amd.com,AMD,Dhabaleswar K. Panda##Pavan Balaji##Charles Siegel##Garrett B. Goh##Nathan Hodas##Jeff Daily##Adolfy Hoisie##Samee U. Khan##Albert Y. Zomaya##Joanna Kolodziej##Kevin J. Barker##Shuaiwen Leon Song##Nathan R. Tallent##Sundeep Narravula##Cheng-Zhong Xu IEEE Fellow##Lizhe Wang Prof. Dr.-ing FIEEE##Rajiv Ranjan##Sriram Krishnamoorthy##Abdul Hameed##Nasir Ghani,yes
Peng Gao,vt.edu,Virginia Tech,Xusheng Xiao##Prateek Mittal##Sanjeev Kulkarni##kangkook Jee##Zhuotao Liu##Dawn Song##Haoyu WANG (王浩宇)##Ding Li##Neil Zhenqiang Gong##Kurt Thomas##Zhenyu Wu##Chung Hwan Kim##Xiaoyuan Liu##Joseph P. Near##Lun Wang##Binghui Wang##Matthew Wright##Yuan Yao##Xiaoyin Wang##Haoyuan Liu,yes
Uwe Zdun,univie.ac.at,University of Vienna,Schahram Dustdar##Paris Avgeriou##Huy Tran##Gustaf Neumann##Olaf Zimmermann##Mark Strembeck##Carsten Hentrich##M Goedicke##Ioanna Lytra##Markus Völter##Srdjan Stevanetic##Christoph Ruhsam##Maximilian Wöhrer##Thanh Tran Thi Kim##Konstantinos Plakidas##Jan Mendling##Patrick Gaubatz##Rafael Capilla##Muhammad Atif Javed##Stefan Sobernig,no
Vik Pant,mail.utoronto.ca,University of Toronto,Eric Yu,no
Geraldo Wilson Fernandes,icb.ufmg.br,nan,Daniel Negreiros##Frederico de Siqueira Neves##Fernando A. O. Silveira##Soizig Le Stradic##Elise Buisson##Marco Antônio Alves Carneiro (orcid:0...##Arturo Sanchez-Azofeifa##peter price##TATIANA GARABINI CORNELISSEN##Mauricio Quesada##Marcilio Fagundes##Sérvio P Ribeiro##Newton P. U. Barbosa##Patricia Morellato##Yule Roberta Ferreira Nunes##Gerhard Overbeck##Bernardo Ranieri##Jarcilene Almeida Cortez##Isaias R.M.S.##Aldicir Scariot,no
Luis Javier Mena Camare,upsin.edu.mx,nan,Gladys Maestre##VG. Félix##Jesus D. Melgarejo MD##Rafael Martinez-Pelaez##Jesus A. Gonzalez##Alberto Manuel Ochoa Brust##José Boggia##Nestor V Queipo##Alberto Ochoa Zezzatti##Olac Fuentes##B. M. Rodríguez-Lara,yes
Brian K. Lamb,wsu.edu,nan,nan,no
Chatschik Bisdikian,us.ibm.com,nan,nan,no
Birgit Penzenstadler,chalmers.se,Chalmers,Colin C. Venter##Norbert Seyff##Ruzanna Chitchyan##Stefanie Betz##Christoph Becker##Debra J. Richardson##Steve Easterbrook##Bill Tomlinson##Jari Porras##Ankita Raturi##Henning Femmer##Sedef Akinli Kocak PhD##Shola Oyedeji##Patricia Lago##Xavier Franch##Stefan Wagner##Krzysztof Wnuk##Martin Mahaux##Coral Calero (ORCID: 0000-0003-072...##Rafael Prikladnicki,no
Alejandro Rosales-Pérez,cimat.mx,CIMAT,Jesus A. Gonzalez##Hugo Jair Escalante##Carlos A. Coello Coello##Carlos A Reyes-Garcia##Salvador García##Francisco Herrera##Hugo Terashima-Marín##Pilar Gómez-Gil##Orion Fausto Reyes-Galaviz PhD##Andres Eduardo Gutierrez-Rodríguez##Manuel Montes-y-Gómez##Leopoldo Altamirano Robles##José Carlos Ortiz-Bayliss##Bartosz Krawczyk##Zhong-Liang Zhang##Ivan Amaya##Javier Andreu-Perez##Mehrin Kiani##Delaram Jarchi##Silvia Orlandi,yes
Robert John,nottingham.ac.uk,University of Nottingham,Simon Coupland##Jonathan M. Garibaldi##j.m.mendel##Francisco Chiclana##Shang-Ming Zhou##Ender Özcan##Sarah Greenfield##Majid S Almaraashi##Erdal Kayacan##Arjab Singh Khuman##Simon Miller##Professor Graham Kendall##Leila Baccour##Hussam Hamrawi##Anna Syberfeldt##Sifeng Liu##Hani Hagras##Mehdi Roopaei##Mansoor Zolghadri Jahromi##Saeed M. Alqahtani,no
Lu-An Tang,nec-labs.com,NEC Laboratories America,Jiawei Han##Wen-Chih Peng##Zhenhui (Jessie) Li##Yu Zheng (郑宇)##Nicholas Jing Yuan 袁晶##Yizhou Sun##Chih-Chieh Hung (Oshin)##Ming Ji##Roland Kays##Yintao Yu##Baojun Qiu##Bolin Ding##bin cui##Xing Xie 谢幸##Tanvi Jindal##Tobias Kin Hou Lei##Cyrus Shahabi##Lance Kaplan##Haibin Liu,yes
James Moody,duke.edu,Duke University,peter bearman##Mark Feinberg##Scott D. Gest##Wayne Osgood##Douglas White##Joseph Gerteis##Martina Morris##Daniel McFarland##Linda Renzulli##Howard E. Aldrich##Steven Pfaff##Craig Calhoun##Katherine Stovel##Jeffrey A. Smith##Ryan Light##Kelly Rulison##Peter J. Mucha##M. Giovanna Merli##Pamela Paxton##Lacey Wallace,no
Ralph Foorthuis,heineken.com,nan,Sjaak Brinkkemper##Rik Bos##Remko Helms##Ronald Batenburg,no
Ulisses de Padua Pereira,uel.br,Universidade Estadual de Londrina,Siomar de Castro Soares##Artur Luiz da Costa da Silva##Rommel Ramos##Admilton Gonçalves de Oliveira Junior##Amjad Ali,no
Giuliano (Giulio) Antoniol,ieee.org,nan,Yann-Gaël Guéhéneuc##Massimiliano Di Penta##Foutse Khomh##Paolo Tonella##Andrea De Lucia##Gerardo Canfora##Venera Arnaoudova##Jane Huffman Hayes##Denys Poshyvanyk##Andrian Marcus##Mauro Cettolo##Jane Cleland-Huang##Segla KPODJEDO##Rocco Oliveto##Salah Bouktif##Mark Harman##Marcello Federico##filippo ricca##Markus Neteler##Umberto Villano,no
Agma J. M. Traina,icmc.usp.br,Universidade de Sao Paulo,Caetano Traina Júnior##Christos Faloutsos##Paulo Mazzoncini de Azevedo Marques##Marcela Xavier Ribeiro##Jose F Rodrigues-Jr##Luciana Alvim Santos Romani##Elaine P M de Sousa##Humberto Luiz Razente##Mirela T. Cazzolato##Maria Camila Nardini Barioni##Daniel Y. T. Chino##Joaquim Cezar Felipe##Daniel dos Santos Kaster##Pedro H. Bugatti##Robson L. F. Cordeiro##Alceu Ferraz Costa##Marcos Vinicius Naves Bedo##André Guilherme Ribeiro Balan##Richard Chbeir##Jurandir Zullo Junior,no
David Crandall,indiana.edu,Indiana University,Daniel Huttenlocher##Apu Kapadia##Chen Yu##Geoffrey Fox##Mingze Xu##Stefan Lee##Sven Bambach##Mohammed Korayem##Robert Templeman##John Paden##Dhruv Batra##Roberto Hoyle##Jon Kleinberg##Jiebo Luo##Michael Cogswell##Kun Duan##Jianbing Shen##Rangachar Kasturi##Noah Snavely##Sameer Antani,yes
Xinyan Deng,purdue.edu,Purdue University,Bo Cheng##Tyson L. Hedrick##Sanjay P. Sane##Yun Liu,no
Rob Jansen,nrl.navy.mil,U.S. Naval Research Laboratory,Nicholas Hopper##Aaron Johnson##Paul Syverson##Micah Sherr##John Geddes##Yongdae Kim##Bryan Ford##Andrew Miller##Roger Dingledine##Claudia Diaz##Rafa Gálvez Vizcaíno##Marc Juarez##Eugene Vasserman##Robert Beverly##Kevin Bauer##Tariq Elahi##Aaron D. Jaggard##Joan Feigenbaum##Karsten Loesing##Matthew Wright,no
Tsai-Ching Lu,hrl.com,HRL Laboratories,nan,yes
Mung Chiang,princeton.edu,Princeton University,nan,no
Harish Chandran,google.com,Google,John Reif##Nikhil Gopalkrishnan##Thomas H. LaBean##Sudhanshu Garg##Erik Schultes##Andrew Phillips##Geetha A. Shetty##Reem Mokhtar##Hieu Bui##Tianqi Song##Abhijit Rangnekar##Bernard Yurke##Neil Dalchau##Hao Yan,yes
zhenyu.zhang,cqu.edu.cn,nan,nan,no
Shuo Chang,cs.umn.edu,University of Minnesota,Loren Terveen##F. Maxwell Harper##Hannah Miller Hillberg##Isaac Johnson##Joseph A. Konstan##Brent Hecht##Eric Gilbert##Aditya Pal##saeideh bakhshi##Peng Dai##Ed H. Chi,no
Moshe Zukerman,cityu.edu.hk,City University of Hong Kong,Eric W. M. Wong##Hai L. Vu##Ron Addie##z. rosberg##Sammy Chan##Andrew Zalesky##Jun Guo##Timothy Neame##Chuan Heng Foh##Lachlan Andrew##Liansheng Tan##Rongping Lin##Wang Zengfu##Jingjin Wu##Guanrong Chen##Gangxiang (Steven) Shen##WANG Meiqian##Jun Kyun Choi##Sanjay Kumar Bose##Malka N. Halgamuge,no
Roberto A. Lotufo,dca.fee.unicamp.br,Unicamp,Leticia Rittner##Falcao A.X.##Roberto Souza##Rodrigo Nogueira##J.K.Udupa##Franklin Cesar Flores##Simone Appenzeller##Luciano da F. Costa##Aparecido Nilceu Marana##Prof. Sergio A Velastin FIET SMIEE##Richard Frayne##Francisco de Assis Zampirolli##Romaric Audigier##Alexandre Gonçalves Silva##Junior Barrera##Edward Dougherty##Oeslle Lucena##Supun Samarasekera##Michel Couprie##Mariana P Bento (formerly Mariana P...,no
Janice Gobert,wpi.edu,Worcester Polytechnic Institute,Michael Sao Pedro##Ryan Baker##Ada Nakama##Joseph Beck##Ken Koedinger##Neil Heffernan##Arnon Hershkovitz##Sharona T. Levy##Patricia Schank##Wouter van Joolingen,no
Merrill Warkentin,msstate.edu,Mississippi State University,Allen C. Johnston##David Gefen##Paul A. Pavlou##Rose Gregory M##Xin (Robert) Luo##Robert Willison##Ernst Bekkering##Robert E. Crossler##Jordan Shropshire##Prof. Paul Benjamin Lowry##J.P. Shim (심정필 교수)##Dustin Ormond##Ross Hightower##Lemuria Carter##Tabitha L. James##Vijayan Sugumaran##Linda Wallace##Maranda McBride##Ravi Bapna##Ramesh Sharda,no
Bernard Yurke,boisestate.edu,nan,nan,no
Monica Rogati,rogati.com,nan,Yiming Yang##Marilyn Walker##Owen Rambow##Rongjing (Jackie) Xiang##Jennifer Neville##Anmol Bhasin##Abhimanyu Lad##He Daqing##Peter Brusilovsky,yes
Daniel J Wilson,bdi.ox.ac.uk,University of Oxford,Sarah Walker##Rory Bowden##Xavier Didelot##Tanya Golubchik##Elizabeth M Batty##David Eyre##Prof Martin Llewelyn##Martin C. J. Maiden##Nicola De Maio##Richard G. Everitt##Timothy M Walker##Anna Sheppard##Ruth R Miller##Noel McCarthy##Zamin Iqbal##Keith Jolley##massey##Gil McVean##Grace Smith##Samuel K. Sheppard,no
Changhong Fu (C. Fu),tongji.edu.cn,Tongji University Shanghai,Pascual Campoy##Yiming Li##Erdal Kayacan##Ziyuan Huang##Fangqiang Ding##Junjie Ye##Jia Pan##I-Ming Chen##Yufeng Yue,no
Anthony Finkelstein,cs.ucl.ac.uk,UCL,nan,no
John McNaught,manchester.ac.uk,University of Manchester,nan,no
Petra Schubert,uni-koblenz.de,University of Koblenz,Frank Piller##Kathrin M. Möslein##Hans-Dieter Zimmermann##Christine Legner##Stefan Klein##Associate Professor Colin Jones,no
Ismael Rafols,cwts.leidenuniv.nl,University of Leiden,Loet Leydesdorff##Alan Porter##Diana Hicks##Diego Chavarro##Andy Stirling##Paul Nightingale##Michael M Hopkins##Pablo D'Este##Jordi Ortín##Kevin Boyack##Matthew L. Wallace##Antoni Planes##Nicolás Robinson-García##Caroline S. Wagner##Jan Youtie##Stephen Carley PhD##Patrick Van Zwanenberg##Thed van Leeuwen##Richard Woolley##Andrea Saltelli,no
Loet Leydesdorff,leydesdorff.net,nan,Henry Etzkowitz##Lutz Bornmann##Caroline S. Wagner##Ismael Rafols##Ping Zhou##Han Woo PARK##wilfred dolfsma##Martin Meyer##Werner Marx##Iina Hellsten##Staša Milojević##Daniele Rotolo##Diana Lucio-Arias (ORCID: 0000-0001...##Félix de Moya Anegón##Paul Wouters##Alan Porter##Andreas Thor##Gaston Heimeriks##Mark Deakin##Balázs Lengyel,no
David John HILL,sydney.edu.au,nan,ZhaoYang Dong##Tao Liu##Zhong-Ping Jiang##Ma Jin##Göran Andersson##Jun Zhao##Gregor Verbič##Ian Hiskens##Bin Liu##Yue Song##Yu Zheng##Yan Xu##Peter Moylan##YV Makarov##Tengfei Liu##Yi Guo##Weicong Kong##Nikos Hatziargyriou##Claudio Canizares##Alex Stankovic,no
Apoorv Agarwal,columbia.edu,Columbia University,nan,yes
Sameena Shah,jpmorgan.com,nan,Armineh Nourbakhsh##Xiaomo Liu##Quanzhi Li##Rui  Fang##Suresh Chandra##Masoud Makrehchi##Tim Nugent##Jochen L. Leidner##Fabio Petroni##Mohammad Mahdi Ghassemi##Amit Bhaya##Xin Shuai##Manuela M. Veloso##Daniel Borrajo,no
